date,flight,route,status,verdict,category,csv_airline,csv_class,gmail_status,gmail_cabin,gmail_cost,booking_pnr,email_subject,email_from,email_sent,notes
2021-06-09,UA1736,DEN-OGG,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,
2021-06-14,UA43,OGG-EWR,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,
2021-06-15,UA348,OGG-ORD,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,PX4EN5 schedule change; flew OGG-EWR-BOS (UA43/UA697) instead of via ORD. | Jun 2021 reservation — superseded
2021-06-15,UA747,EWR-BOS,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,"Duplicate/superseded: you flew UA697 EWR-BOS on 2021-06-15 (in CSV, 0d away). This booking version not flown — DELETE."
2021-06-15,UA1185,ORD-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,PX4EN5 schedule change; flew via EWR (UA697) not ORD. Not flown. | Jun 2021 reservation — superseded
2021-06-15,UA697,EWR-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,724.09 USD,PX4EN5,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178055a24ff17a07"",""Your United reservation for Denver, CO, US (DEN) is processing"")",unitedairlines@united.com,2021-03-05,
2021-06-29,UA477,BOS-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,426.8 USD,I0LJVM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/178f2a3247ba04f0"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2021-04-20,I0LJVM re-ticketed; flew BOS-IAD-SFO (UA1470/UA2435) instead of direct. Silent. | Jun 2021 reservation — superseded
2021-06-29,UA1470,BOS-IAD,MATCHED,KEEP,,United,Economy,scheduled,economy,213.4 USD,I0LJVM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17961f8c3b67b5de"",""eTicket Itinerary and Receipt for Confirmation I0LJVM"")",Receipts@united.com,2021-05-12,
2021-06-29,UA2435,IAD-SFO,MATCHED,KEEP,,United,Premium Economy,scheduled,economy,213.4 USD,I0LJVM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17961f8c3b67b5de"",""eTicket Itinerary and Receipt for Confirmation I0LJVM"")",Receipts@united.com,2021-05-12,
2021-09-04,UA1212,SFO-PVR,MATCHED,KEEP,,United,Economy,scheduled,economy,198.92 USD,CCN93R,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17b6566572d4cdbd"",""Your United reservation for Puerto Vallarta, MX (PVR) is processing"")",unitedairlines@united.com,2021-08-20,
2021-09-06,UA1243,PVR-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,72.8 USD + 41900 united_mileageplus,CS346L,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17b6714d3e0f0392"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2021-08-21,
2021-11-16,UA1923,SFO-SAN,MATCHED,KEEP,,United,Recliner First,scheduled,economy,123.84 USD,PLMKM4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17cbaee9b068de5b"",""eTicket Itinerary and Receipt for Confirmation PLMKM4"")",Receipts@united.com,2021-10-26,
2021-11-16,UA1761,SAN-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,123.84 USD,PLMKM4,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17cbaee9b068de5b"",""eTicket Itinerary and Receipt for Confirmation PLMKM4"")",Receipts@united.com,2021-10-26,
2021-11-20,TP236,SFO-LIS,MATCHED,KEEP,,TAP,Economy,scheduled,,735.9 USD,JOY8UC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17bed199d95b2608"",""Booking Confirmation E-mail"")",no-reply@flytap.com,2021-09-16,
2021-11-21,TP842,LIS-FCO,MATCHED,KEEP,,TAP,Economy,scheduled,,735.9 USD,JOY8UC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17bed199d95b2608"",""Booking Confirmation E-mail"")",no-reply@flytap.com,2021-09-16,
2021-11-27,TP837,FCO-LIS,MATCHED,KEEP,,TAP,Economy,scheduled,,735.9 USD,JOY8UC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17bed199d95b2608"",""Booking Confirmation E-mail"")",no-reply@flytap.com,2021-09-16,
2021-11-27,TP237,LIS-SFO,MATCHED,KEEP,,TAP,Economy,scheduled,,735.9 USD,JOY8UC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17bed199d95b2608"",""Booking Confirmation E-mail"")",no-reply@flytap.com,2021-09-16,
2021-12-23,B61516,SFO-JFK,MATCHED,KEEP,,JetBlue,Lie-flat Business,scheduled,lie_flat_business,1458.0 USD,VPWOCK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c2046677cf6760"",""JetBlue booking confirmation  for ALEXANDER KENNY  GUO - VPWOCK"")",jetblueairways@email.jetblue.com,2021-09-25,
2021-12-24,B6869,JFK-PUJ,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,1458.0 USD,VPWOCK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c2046677cf6760"",""JetBlue booking confirmation  for ALEXANDER KENNY  GUO - VPWOCK"")",jetblueairways@email.jetblue.com,2021-09-25,
2022-01-03,UA1614,PUJ-IAD,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,lie_flat_business,,M5RKS7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c758075bffbc80"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2021-10-12,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2022-01-03,UA2435,IAD-SFO,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,recliner_first,,M5RKS7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c758075bffbc80"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2021-10-12,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2022-01-03,UA524,PUJ-IAH,MATCHED,KEEP,,United,Recliner First,scheduled,lie_flat_business,1486.35 USD,M5RKS7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c20b2dd4f40a9e"",""eTicket Itinerary and Receipt for Confirmation M5RKS7"")",Receipts@united.com,2021-09-26,
2022-01-03,UA1778,IAH-AUS,MATCHED,KEEP,,United,Recliner First,scheduled,economy,89.46 USD,PJ72RR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17dcc03ec74925ad"",""eTicket Itinerary and Receipt for Confirmation PJ72RR"")",Receipts@united.com,2021-12-18,
2022-01-04,UA1853,IAH-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,recliner_first,1486.35 USD,M5RKS7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c20b2dd4f40a9e"",""eTicket Itinerary and Receipt for Confirmation M5RKS7"")",Receipts@united.com,2021-09-26,M5RKS7 re-ticketed -> LGN3PW; flew PUJ-IAH-AUS then AUS-SFO. Dup IAH-SFO capture. | M5RKS7 two IAH-SFO options same day — superseded
2022-01-04,UA2621,IAH-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,recliner_first,1486.35 USD,M5RKS7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17c20b2dd4f40a9e"",""eTicket Itinerary and Receipt for Confirmation M5RKS7"")",Receipts@united.com,2021-09-26,M5RKS7 duplicate IAH-SFO option; not flown. Silent. | M5RKS7 two IAH-SFO options same day — superseded
2022-01-06,UA2123,AUS-SFO,MATCHED,KEEP,,United,Recliner First,scheduled,economy,86.56 USD,PJLDZX,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17dcc073490eb11a"",""eTicket Itinerary and Receipt for Confirmation PJLDZX"")",Receipts@united.com,2021-12-18,
2022-02-05,UA1485,SFO-ORD,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,recliner_first,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,LF11CR CANCELLED (Jan 12 2022); flew SFO-IAH-SJO (UA1484/UA1096) Feb 5. | SFO-ORD-SJO Feb 5 (processing) — superseded by Feb 26 booking
2022-02-05,UA1135,ORD-SJO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,LF11CR CANCELLED Jan 12; flew via IAH not ORD. Not flown. | SFO-ORD-SJO Feb 5 (processing) — superseded by Feb 26 booking
2022-02-05,UA1484,SFO-IAH,MATCHED,KEEP,,United,Economy,scheduled,economy,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,
2022-02-05,UA1096,IAH-SJO,MATCHED,KEEP,,United,Recliner First,scheduled,economy,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,
2022-02-09,UA1172,SJO-IAH,MATCHED,KEEP,,United,Recliner First,scheduled,economy,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,
2022-02-09,UA547,IAH-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,241.39 USD,LF11CR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4f7c0ac089660"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-01-12,
2022-02-24,LH455,SFO-FRA,MATCHED,KEEP,,Lufthansa,International First,scheduled,,100.6 USD + 174000 avianca_lifemiles,27JO5K,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f14b9de5ba770a"",""You’ve redeemed LifeMiles!"")",lifemiles@noti.lifemiles.com,2022-02-19,
2022-02-26,UA1485,SFO-ORD,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,181.16 USD,JZGY6Q,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4d4b0f4833244"",""eTicket Itinerary and Receipt for Confirmation JZGY6Q"")",Receipts@united.com,2022-01-12,JZGY6Q superseded version of Costa Rica trip; flew via IAH Feb 5. Silent. | JZGY6Q SFO-ORD-SJO Feb 26 — not in CSV (rebooked/cancelled Costa Rica)
2022-02-26,UA1135,ORD-SJO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,181.16 USD,JZGY6Q,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4d4b0f4833244"",""eTicket Itinerary and Receipt for Confirmation JZGY6Q"")",Receipts@united.com,2022-01-12,JZGY6Q superseded version; not flown. Silent. | JZGY6Q SFO-ORD-SJO Feb 26 — not in CSV (rebooked/cancelled Costa Rica)
2022-02-27,UA59,FRA-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,134.97 USD + 32100 united_mileageplus,GMWH97,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f14c0043183b9e"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-02-19,
2022-04-01,UA4805,SFO-SLC,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,437.2 USD,NHSNXG,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e564e37fe372b4"",""eTicket Itinerary and Receipt for Confirmation NHSNXG"")",Receipts@united.com,2022-01-13,"Duplicate/superseded: you flew UA4710 SFO-SLC on 2022-04-01 (in CSV, 0d away). This booking version not flown — DELETE."
2022-04-01,UA4710,SFO-SLC,MATCHED,KEEP,,United,Recliner First,scheduled,economy,5.6 USD + 7300 united_mileageplus,JVLT6M,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4c65e65f1595e"",""eTicket Itinerary and Receipt for Confirmation JVLT6M"")",Receipts@united.com,2022-01-11,
2022-04-05,UA5736,SLC-SFO,MATCHED,KEEP,,United,Recliner First,scheduled,economy,5.6 USD + 7300 united_mileageplus,JVLT6M,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17e4c65e65f1595e"",""eTicket Itinerary and Receipt for Confirmation JVLT6M"")",Receipts@united.com,2022-01-11,
2022-04-12,UA2341,SFO-LAS,MATCHED,KEEP,,United,Economy,scheduled,economy,11.2 USD + 11000 united_mileageplus,E069NX,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f86315eda952f8"",""Your United reservation for Las Vegas, NV, US (LAS) is processing"")",unitedairlines@united.com,2022-03-13,
2022-04-13,UA1852,LAS-SFO,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,11.2 USD + 11000 united_mileageplus,E069NX,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f86315eda952f8"",""Your United reservation for Las Vegas, NV, US (LAS) is processing"")",unitedairlines@united.com,2022-03-13,"Duplicate/superseded: you flew UA1728 LAS-SFO on 2022-04-13 (in CSV, 0d away). This booking version not flown — DELETE."
2022-04-13,UA1728,LAS-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,11.2 USD + 11000 united_mileageplus,E069NX,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f86315eda952f8"",""Your United reservation for Las Vegas, NV, US (LAS) is processing"")",unitedairlines@united.com,2022-03-13,
2022-05-19,UA1723,SFO-KOA,MATCHED,KEEP,,United,Economy,scheduled,economy,297.0 USD,LGN3PW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f95107f6e77d33"",""Your United reservation for Kona, HI, US (KOA) is processing"")",unitedairlines@united.com,2022-03-16,
2022-05-23,UA435,KOA-SFO,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,297.0 USD,LGN3PW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f95107f6e77d33"",""Your United reservation for Kona, HI, US (KOA) is processing"")",unitedairlines@united.com,2022-03-16,"Duplicate/superseded: you flew UA1724 KOA-SFO on 2022-05-23 (in CSV, 0d away). This booking version not flown — DELETE."
2022-05-23,UA1724,KOA-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,297.0 USD,LGN3PW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f95107f6e77d33"",""Your United reservation for Kona, HI, US (KOA) is processing"")",unitedairlines@united.com,2022-03-16,
2022-06-14,UA522,SFO-JFK,MATCHED,KEEP,,United,Economy,scheduled,economy,222.2 USD,FYT1MS,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f3b26ca3ad9474"",""eTicket Itinerary and Receipt for Confirmation FYT1MS"")",Receipts@united.com,2022-02-27,
2022-06-21,UA395,EWR-SFO,MATCHED,KEEP,,United,Premium Economy,scheduled,economy,222.2 USD,FYT1MS,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/17f3b26ca3ad9474"",""eTicket Itinerary and Receipt for Confirmation FYT1MS"")",Receipts@united.com,2022-02-27,
2022-07-29,UA1449,SFO-EWR,MATCHED,KEEP,,United,Lie-flat Business,scheduled,premium_economy,1192.2 USD,C9GWYC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/181dc604c4a193c2"",""eTicket Itinerary and Receipt for Confirmation C9GWYC"")",Receipts@united.com,2022-07-08,
2022-08-04,UA1257,EWR-SFO,MATCHED,KEEP,,United,Premium Economy,scheduled,premium_economy,1192.2 USD,C9GWYC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/181dc604c4a193c2"",""eTicket Itinerary and Receipt for Confirmation C9GWYC"")",Receipts@united.com,2022-07-08,
2022-10-07,AS3431,SJC-PSP,MATCHED,KEEP,,Alaska,Economy,cancelled,economy,10975 chase_ur,WLZRUO,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/18266a7e4cf3d661"",""Travel Reservation Center Trip ID # FPTDR5X9M"")",donotreply@urtravel.chase.com,2022-08-04,
2022-10-08,UA2475,SFO-PSP,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,,DNGT9M,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/18264bc8d2147792"",""Your United reservation for Palm Springs, CA, US (PSP) is processing"")",unitedairlines@united.com,2022-08-03,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2022-10-10,UA5997,PSP-SFO,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,,DNGT9M,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/18264bc8d2147792"",""Your United reservation for Palm Springs, CA, US (PSP) is processing"")",unitedairlines@united.com,2022-08-03,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2022-10-10,AS3428,PSP-SJC,MATCHED,KEEP,,Alaska,Economy,cancelled,economy,10975 chase_ur,WLZRUO,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/18266a7e4cf3d661"",""Travel Reservation Center Trip ID # FPTDR5X9M"")",donotreply@urtravel.chase.com,2022-08-04,
2022-10-13,LH459,SFO-MUC,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,
2022-10-14,LH1780,MUC-LIS,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,
2022-10-19,LH1497,LIS-FRA,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,Rebooked return; flew LIS-MUC-SFO (LH1781/LH458) instead of via FRA. Silent. | Lufthansa LIS-FRA-SFO return Oct 2022 — not in CSV
2022-10-19,LH454,FRA-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,Rebooked return FRA-SFO; flew MUC-SFO (LH458) instead. Silent. | Lufthansa LIS-FRA-SFO return Oct 2022 — not in CSV
2022-10-19,LH1781,LIS-MUC,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,
2022-10-19,LH458,MUC-SFO,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,440.27 USD,PNTT9Y,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1822967f8c44a140"",""Booking details | Departure: 13 October 2022 | SFO-LIS"")",online@booking.lufthansa.com,2022-07-23,
2022-11-10,UA29,SFO-SIN,MATCHED,KEEP,,United,Economy,cancelled,economy,936.87 USD,DWRXQD,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/180e06fc9c517a9b"",""eTicket Itinerary and Receipt for Confirmation DWRXQD"")",Receipts@united.com,2022-05-20,
2022-11-25,VJ812,SIN-SGN,MATCHED,KEEP,,VietJet,Economy,scheduled,economy,63.08 USD,XMX69H,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/182d3542f6257653"",""VietJet Air - RESERVATION #XMX69H ITINERARY"")",noreply.itinerary@vietjetair.com,2022-08-25,
2022-11-27,3K552,SGN-SIN,MATCHED,KEEP,,JetStar,Economy,scheduled,,,QNYFTQ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/182d357dfba19a77"",""Fwd: Jetstar Booking Confirmation Email"")",alexanderguo99@gmail.com,2022-08-24,
2022-11-28,UA2,SIN-SFO,MATCHED,KEEP,,United,Economy,cancelled,economy,936.87 USD,DWRXQD,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/180e06fc9c517a9b"",""eTicket Itinerary and Receipt for Confirmation DWRXQD"")",Receipts@united.com,2022-05-20,
2022-12-10,UA300,SFO-HNL,MATCHED,KEEP,,United,Premium Economy,scheduled,economy,122.16 USD,EF10FH,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/183905d8c24f0abf"",""eTicket Itinerary and Receipt for Confirmation EF10FH"")",Receipts@united.com,2022-09-30,
2022-12-11,NZ9,HNL-AKL,MATCHED,KEEP,,Air New Zealand,Economy,scheduled,,82.2 USD + 35000 avianca_lifemiles,4W8WJG,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1838d1de5d9b9792"",""You’ve redeemed LifeMiles!"")",lifemiles@confirmation.lifemiles.com,2022-09-30,
2022-12-18,NZ527,AKL-CHC,MATCHED,KEEP,,Air New Zealand,Economy,scheduled,economy,,TXNG8H,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1845ffec87d2fac8"",""Information to plan your trip to Christchurch - booking ref TXNG8H"")",AirNZ@digitalcomms.airnz.co.nz,2022-11-10,
2022-12-24,NZ1266,ZQN-AKL,MATCHED,KEEP,,Air New Zealand,Economy,scheduled,economy,,CX3EFH,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1845ffebd3f58b44"",""Information to plan your trip to Auckland - booking ref CX3EFH"")",AirNZ@digitalcomms.airnz.co.nz,2022-11-10,
2022-12-27,UA916,AKL-SFO,MATCHED,KEEP,,United,Lie-flat Business,scheduled,premium_economy,1322.48 USD,LHGKMB,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1843f3d40921d706"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2022-11-03,
2022-12-27,UA2037,SFO-TPA,MATCHED,KEEP,,United,Economy,scheduled,economy,514.7 USD,LHG94D,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1843f3d8094c8d66"",""eTicket Itinerary and Receipt for Confirmation LHG94D"")",Receipts@united.com,2022-11-03,
2023-01-01,JQ208,MEL-SIN,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,,1000.0 AUD,67890ABC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/182d34e453a5b641"",""Jetstar Booking Confirmation Email"")",noreply@jetstar.com,2022-08-25,"PARSE ERROR: this Jetstar email (PNR QNYFTQ) is actually 3K552 SGN-SIN Nov 27 2022 (Vietnam->Singapore, w/ Rachel Tee) — already flown & in CSV. JQ208 MEL-SIN Jan 2023 was hallucinated by the parser. DELETE. | Jetstar MEL-SIN / SIN-MEL — not in CSV"
2023-01-02,UA599,TPA-EWR,GMAIL_ONLY,DELETE,OTHER_PEOPLE,,,scheduled,economy,845.7 USD,L797R2,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1843f5654ae05301"",""eTicket Itinerary and Receipt for Confirmation L797R2"")",Receipts@united.com,2022-11-03,"NOT YOURS: sister (GUO/COURTNEY) + mom (YING/KUI), PNR L797R2. You flew UA1538 TPA-SFO Jan 2. | L797R2 TPA-EWR — passengers are Courtney & Ying Kui, not you"
2023-01-02,UA1538,TPA-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,514.7 USD,L7NG6B,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1843f52855a607e9"",""eTicket Itinerary and Receipt for Confirmation L7NG6B"")",Receipts@united.com,2022-11-03,
2023-01-08,JQ207,SIN-MEL,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,,1000.0 AUD,67890ABC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/182d34e453a5b641"",""Jetstar Booking Confirmation Email"")",noreply@jetstar.com,2022-08-25,"PARSE ERROR: same Jetstar email (QNYFTQ = 3K552 SGN-SIN Nov 2022). JQ207 SIN-MEL Jan 2023 is a parser hallucination, never existed. DELETE. | Jetstar MEL-SIN / SIN-MEL — not in CSV"
2023-01-16,UA2321,SFO-EWR,MATCHED,KEEP,,United,Lie-flat Business,scheduled,premium_economy,616.9 USD,ID0HMR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185b290c167b70d7"",""eTicket Itinerary and Receipt for Confirmation ID0HMR"")",Receipts@united.com,2023-01-14,
2023-01-17,UA2059,SFO-EWR,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,premium_economy,616.9 USD,ID0HMR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185b1ee91b5f450f"",""eTicket Itinerary and Receipt for Confirmation ID0HMR"")",Receipts@united.com,2023-01-14,"Duplicate/superseded: you flew UA2321 SFO-EWR on 2023-01-16 (in CSV, 1d away). This booking version not flown — DELETE."
2023-01-20,UA731,PHL-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,246.7 USD,ID443E,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185b1e745bd97a6a"",""eTicket Itinerary and Receipt for Confirmation ID443E"")",Receipts@united.com,2023-01-14,
2023-02-04,AS2011,SFO-PHX,MATCHED,KEEP,,Alaska,Economy,scheduled,economy,68.9 USD + 5512 chase_ur,KCYMZG,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185a9f9f5eebb392"",""Fwd: Travel Reservation Center Trip ID # N3XQM568B"")",emszhai98@gmail.com,2023-01-12,
2023-02-05,UA1893,PHX-SFO,MATCHED,KEEP,,United,Economy,scheduled,economy,170.7 USD,CQPBZ7,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185a4ba329d29b55"",""eTicket Itinerary and Receipt for Confirmation CQPBZ7"")",Receipts@united.com,2023-01-12,
2023-03-02,UA2059,SFO-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,277.8 USD,EQ4L01,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/185a8f1efad677a3"",""eTicket Itinerary and Receipt for Confirmation EQ4L01"")",Receipts@united.com,2023-01-12,
